2022-06-07_07.10.00_2022-06-07_08.22.00,1654582200,1654586520,Indesit,BWE 101484X,MIX,40,1400,Half,Motor,SummerTime
2022-06-22_06.44.00_2022-06-22_08.55.00,1655876640,1655884500,LG,F4WV7010S2W,Cotton,95,1400,Empty,Working,SummerTime
2022-06-22_06.46.00_2022-06-22_08.30.00,1655876760,1655883000,Samsung,WW70T4020EE,Cotton,90,1200,Empty,Working,SummerTime
2022-06-22_10.30.00_2022-06-22_12.40.00,1655890200,1655898000,LG,F4WV7010S2W,Cotton,95,1400,Empty,Working,SummerTime
2022-06-22_10.30.00_2022-06-22_12.16.00,1655890200,1655896560,Samsung,WW70T4020EE,Cotton,90,1200,Empty,Working,SummerTime
2022-06-23_07.45.00_2022-06-23_09.49.00,1655966700,1655974140,LG,F4WV7010S2W,Cotton,95,1400,Empty,Working,SummerTime
2022-06-23_07.43.00_2022-06-23_09.27.00,1655966580,1655972820,Samsung,WW70T4020EE,Cotton,90,1200,Empty,Working,SummerTime
2022-06-23_12.00.00_2022-06-23_13.30.00,1655982000,1655987400,LG,F4WV7010S2W,MIX,60,1400,Empty,Working,SummerTime
2022-06-23_12.00.00_2022-06-23_12.53.00,1655982000,1655985180,Samsung,WW70T4020EE,MIX,60,1200,Empty,Working,SummerTime
2022-07-01_07.30.00_2022-07-01_09.00.00,1656657000,1656662400,LG,F4WV7010S2W,MIX,60,1400,Empty,Working,SummerTime
2022-07-01_07.31.00_2022-07-01_08.22.00,1656657060,1656660120,Samsung,WW70T4020EE,MIX,60,1200,Empty,Working,SummerTime
2022-07-01_09.06.00_2022-07-01_10.37.00,1656662760,1656668220,LG,F4WV7010S2W,MIX,60,1400,Empty,Working,SummerTime
2022-07-01_09.05.00_2022-07-01_10.00.00,1656662700,1656666000,Samsung,WW70T4020EE,MIX,60,1200,Empty,Working,SummerTime
2022-07-04_07.20.00_2022-07-04_07.37.00,1656915600,1656916620,LG,F4WV7010S2W,FAST,20,400,Empty,Working,SummerTime
