Id,ActP__variance_larger_than_standard_deviation,ActP__sum_values,ActP__mean_abs_change,ActP__mean_change,ActP__median,ActP__mean,ActP__length,ActP__standard_deviation,ActP__variation_coefficient,ActP__variance,ActP__skewness,ActP__kurtosis,ActP__root_mean_square,ActP__count_above_mean,ActP__count_below_mean,ActP__maximum,ActP__absolute_maximum,ActP__minimum,ActP__number_peaks__n_5,"ActP__fft_aggregated__aggtype_""centroid""","ActP__fft_aggregated__aggtype_""variance""","ActP__fft_aggregated__aggtype_""skew""","ActP__fft_aggregated__aggtype_""kurtosis""",ActP__fourier_entropy__bins_5,ActP__fourier_entropy__bins_10,Current__variance_larger_than_standard_deviation,Current__sum_values,Current__mean_abs_change,Current__mean_change,Current__median,Current__mean,Current__length,Current__standard_deviation,Current__variation_coefficient,Current__variance,Current__skewness,Current__kurtosis,Current__root_mean_square,Current__count_above_mean,Current__count_below_mean,Current__maximum,Current__absolute_maximum,Current__minimum,Current__number_peaks__n_5,"Current__fft_aggregated__aggtype_""centroid""","Current__fft_aggregated__aggtype_""variance""","Current__fft_aggregated__aggtype_""skew""","Current__fft_aggregated__aggtype_""kurtosis""",Current__fourier_entropy__bins_5,Current__fourier_entropy__bins_10,Vibration__variance_larger_than_standard_deviation,Vibration__sum_values,Vibration__mean_abs_change,Vibration__mean_change,Vibration__median,Vibration__mean,Vibration__length,Vibration__standard_deviation,Vibration__variation_coefficient,Vibration__variance,Vibration__skewness,Vibration__kurtosis,Vibration__root_mean_square,Vibration__count_above_mean,Vibration__count_below_mean,Vibration__maximum,Vibration__absolute_maximum,Vibration__minimum,Vibration__number_peaks__n_5,"Vibration__fft_aggregated__aggtype_""centroid""","Vibration__fft_aggregated__aggtype_""variance""","Vibration__fft_aggregated__aggtype_""skew""","Vibration__fft_aggregated__aggtype_""kurtosis""",Vibration__fourier_entropy__bins_5,Vibration__fourier_entropy__bins_10
2021-12-20_07.55.00_2021-12-20_09.45.00,1,3163873,14.57187456,0,119,448.9036606,7048,713.629806,1.589717056,509267.4999,1.364391599,-0.058374412,843.0788791,1506,5542,1959,1959,0,327,498.7421779,709705.855,1.94756466,6.202048985,0.125255702,0.204870522,1,156613225,22.51026798,-0.000309527,1866,1864.443155,84000,221.0112505,0.118540085,48845.97286,-0.016868623,7.944691097,1877.496804,42639,41361,2955,2955,782,2950,5858.006025,76605534.23,2.181535425,7.921383593,0.090728994,0.13600217,1,157355047,250.5834712,-0.021893118,1871,1873.274369,84000,388.6643862,0.207478623,151060.0051,0.698605134,14.41902918,1913.169325,36860,47140,4095,4095,0,7267,22161.16642,119214900.6,-0.218052291,53.30557513,1.32615146,1.994818589
2022-07-07_10.30.00_2022-07-07_11.30.00,1,215142,6.816600398,-0.008449304,22,53.45142857,4025,71.09094648,1.330010224,5053.922672,2.105423139,4.015176455,88.94367818,1545,2480,309,309,0,146,490.7491867,333740.4345,1.056240264,4.468079821,0.090728994,0.170467354,1,14138892097,15.05400842,1.32E-06,1862,1861.854344,7593984,57.79420861,0.031041208,3340.170549,0.008720314,21.63784155,1862.751129,3801017,3792967,2368,2368,1346,410124,1217774.44,1.14727E+12,0.724422889,7.446201387,0.245901454,0.325139635,1,14387128432,882.3308777,-7.58E-05,1872,1894.542895,7593984,864.4069895,0.456261503,747199.4435,0.31949481,1.136994514,2082.424602,3545764,4048220,4095,4095,0,599421,2153949.703,8.73741E+11,-0.268319254,86.94396957,1.243057398,1.891276134
2022-05-02_07.03.00_2022-05-02_08.20.00,1,1257205,12.12259059,1.33924441,1720,968.5708783,1298,858.2687693,0.886118702,736625.2804,-0.200729257,-1.960675176,1294.123188,714,584,1772,1772,2,62,87.05292591,22154.53062,2.071860659,6.803461162,0.090728994,0.170467354,1,14020272086,30.67329872,-0.000118448,1863,1863.826839,7522304,310.0224085,0.166336487,96113.89376,-0.004659151,4.27548229,1889.434937,3750742,3771562,3045,3045,677,340720,901096.148,1.04072E+12,1.235380299,5.195529275,0.090728994,0.090728994,1,14246577161,721.8901596,3.23E-05,1873,1893.911382,7522304,826.3435655,0.436315856,682843.6883,0.343767404,1.570593238,2066.33589,3441860,4080444,4095,4095,0,547418,1959293.865,7.75571E+11,0.085395083,75.94216543,0.870427994,1.453642175
2022-02-23_08.00.00_2022-02-23_10.45.00,1,630350,11.18595807,0,5,61.46158346,10256,78.78593258,1.281872808,6207.223173,1.295422373,1.222436024,99.92371798,4117,6139,398,398,0,404,1406.854537,2222256.519,0.963031525,5.044410979,0.204870522,0.325139635,1,44709674093,16.78420192,2.19E-05,1867,1865.888509,23961600,132.2019227,0.070851995,17477.34837,-0.01057563,11.81261839,1870.566031,12220329,11741271,4095,4095,0,911871,2930157.84,8.5422E+12,1.281042405,6.821610679,0.13600217,0.13600217,1,45687645676,703.9267871,-1.13E-06,1874,1906.702627,23961600,958.2107773,0.502548622,918167.8937,0.328585294,0.905458976,2133.935988,10094449,13867151,4095,4095,0,1663389,5647866.346,8.75313E+12,0.137835937,42.18659091,1.166760725,1.846945128
2021-12-17_08.30.00_2021-12-17_11.15.00,1,4634013,10.98819939,0,106,471.3674092,9831,728.8449423,1.546235332,531214.9499,1.165645961,-0.596893306,867.9874333,2409,7422,1870,1870,0,384,658.7403046,1297470.352,2.055379614,6.680599393,0.125255702,0.181213822,1,164129221,30.49925567,4.55E-05,1866,1865.104784,88000,258.8169772,0.138768062,66986.22767,-0.014600031,5.017144824,1882.976921,44425,43575,2871,2871,866,3674,6062.377243,80923757.85,2.244501422,8.257447371,0.090728994,0.13600217,1,165220519,508.1015352,0.004261412,1871,1877.505898,88000,569.8166999,0.303496623,324691.0715,0.418644094,4.604954525,1962.070199,39964,48036,4095,4095,0,7185,23099.74624,137404764.4,-0.148769525,47.55219725,1.154462175,1.778469067
2022-02-21_12.56.00_2022-02-21_15.45.00,1,606298,10.57763384,0,4,57.74816649,10499,76.40711523,1.323108938,5838.047257,1.414802555,1.691726747,95.77524727,4077,6422,398,398,0,409,1390.4491,2270228.989,1.017689975,4.964421927,0.204870522,0.294981736,1,72501140182,58.9108511,7.71E-08,1865,1864.188908,38891520,126.1349995,0.067662134,15910.0381,0.002202895,6.243565153,1868.451316,19496604,19394916,2950,2950,803,1679316,7013590.642,4.47336E+13,0.696067377,5.552630396,0.265376426,0.374516232,1,74096551048,924.035897,-9.77E-06,1873,1905.210983,38891520,968.1242991,0.508145454,937264.6584,0.312448501,0.704766861,2137.075934,16798393,22093127,4095,4095,0,2877538,9826546.821,2.22848E+13,-0.033836824,58.35056605,1.455480257,2.103624098
2022-07-08_12.24.00_2022-07-08_13.22.00,1,830,0.077780593,0.002280213,0,0.210233029,3948,2.789994543,13.270962,7.784069551,45.61231003,2528.63118,2.797904122,74,3874,157,157,0,1,914.515343,358517.6812,0.075113437,18.08118825,,,1,14131113794,15.90466018,5.66E-06,1860,1860.830072,7593984,58.3378213,0.031350429,3403.301394,-0.022617263,20.38127945,1861.744305,3796917,3797067,2368,2368,1344,418750,1230268.182,1.14988E+12,0.708563743,7.608379135,0.245901454,0.325139635,1,14352569496,870.776074,1.20E-05,1872,1889.992064,7593984,813.6494843,0.43050418,662025.4833,0.326344438,1.418449042,2057.691786,3622691,3971293,4095,4095,0,618579,2220653.544,9.41721E+11,-0.32933919,84.5060418,1.331849917,1.95545988
2022-03-22_15.10.00_2022-03-22_15.50.00,1,58895,3.8,0.000350263,11,20.6214986,2856,20.51935822,0.995046898,421.0440616,0.364416421,-1.612537849,29.09106849,1227,1629,65,65,0,133,412.6762026,152154.726,0.893712071,6.51771067,0.262742333,0.420705069,1,8164952102,8.201973625,-1.37E-06,1863,1863.858354,4380672,23.63835973,0.012682487,558.7720509,0.096071682,3.604196186,1864.008244,2185798,2194874,2160,2160,1576,225178,624991.5159,4.58217E+11,0.827386632,4.54962523,0.204870522,0.284235268,1,8331963552,821.0487156,-0.000419114,1873,1901.982972,4380672,938.2787663,0.493316071,880367.0432,0.308413671,0.770022501,2120.826789,2033380,2347292,4095,4095,0,306692,1099957.393,2.65436E+11,0.075951738,64.69534318,1.209163859,1.863365999
2022-04-06_07.15.00_2022-04-06_09.10.00,1,3286005,40.28752887,0.117205543,1648,948.3419913,3465,834.0280653,0.879459175,695602.8138,-0.109074723,-1.946981766,1262.915415,1829,1636,2002,2002,2,204,280.8108689,188584.0736,1.717020626,5.397070595,0.090728994,0.170467354,1,23499989873,43.11122386,7.14E-07,1865,1864.879641,12601344,386.6447211,0.207329584,149494.1403,0.006195744,2.0904385,1904.539371,6352365,6248979,3375,3375,448,533698,1410323.842,2.50909E+12,1.429420381,5.936976097,0.090728994,0.090728994,1,24075359477,717.1993849,-1.86E-05,1874,1910.539025,12601344,992.6639523,0.519572717,985381.7222,0.333733085,0.815462296,2153.030675,5100226,7501118,4095,4095,0,803242,3104710.74,2.38564E+12,0.167209199,51.32295617,0.740329797,1.21457086
2022-02-25_08.00.00_2022-02-25_10.54.00,1,6975935,28.40506804,0,189,654.6485548,10656,833.0373226,1.272495473,693951.1808,0.771655362,-1.308267537,1059.488514,3357,7299,2265,2265,0,504,902.7901557,1918762.638,1.655660196,5.156492349,0.200814335,0.260704109,1,24419221328,39.31282124,-1.53E-07,1865,1864.495374,13096960,327.7898929,0.175806225,107446.2139,0.016099258,4.311707192,1893.089858,6585555,6511405,4095,4095,0,463491,1358934.755,2.28661E+12,1.637646558,6.855998187,0.090728994,0.13600217,1,24962332424,788.4961901,-1.15E-06,1873,1905.963859,13096960,969.0150356,0.508412072,938990.1392,0.316608331,0.73940338,2138.15069,5649114,7447846,4095,4095,0,921999,3224730.021,2.46902E+12,0.012166294,55.48729986,1.413834336,2.080028227
2022-03-21_13.04.00_2022-03-21_14.04.00,1,1380755,5.920323609,0.000245158,44,338.4203431,4080,618.7707311,1.828408793,382877.2177,1.785502069,1.331414834,705.2698394,767,3313,1786,1786,0,173,234.1452445,176776.371,2.335610547,8.247984686,0.090728994,0.170467354,1,13805117366,28.84487099,-0.000106242,1863,1863.638364,7407616,293.0360051,0.157238663,85870.1003,-0.004657059,5.059079056,1886.535993,3687353,3720263,3126,3126,628,339469,727583.6622,8.34964E+11,1.616790145,5.806701918,0.090728994,0.090728994,1,14084822245,827.1330821,-0.000306171,1873,1901.39746,7407616,944.1108469,0.496535242,891345.2912,0.299507406,0.667399885,2122.888973,3422390,3985226,4095,4095,0,523808,1830949.586,7.13771E+11,0.140402404,68.74057918,1.048159302,1.661774829
2022-03-22_14.00.00_2022-03-22_14.40.00,1,58983,3.946161862,0.000347343,11,20.48020833,2880,20.69919208,1.010692457,428.4565527,0.502262716,-0.711307499,29.11864499,1229,1651,169,169,0,133,436.9210907,165226.9526,0.820172296,6.543823433,0.235154986,0.435800808,1,8691581676,8.463189011,3.22E-06,1863,1863.828004,4663296,23.41679211,0.012563816,548.3461525,0.109117293,4.049342924,1863.9751,2327016,2336280,2157,2157,1580,258981,675269.4201,5.21744E+11,0.800261589,4.614234568,0.204870522,0.284235268,1,8831253909,635.615073,3.65E-05,1873,1893.779402,4663296,809.5668145,0.42748739,655398.4272,0.364747142,1.87658042,2059.562781,2164629,2498667,4095,4095,0,357472,1136636.325,2.98783E+11,0.165949764,58.54972003,0.882306482,1.446934186
2022-03-21_08.15.00_2022-03-21_09.20.00,1,1592407,6.39620918,-0.000228363,44,363.563242,4380,629.6595267,1.731911959,396471.1195,1.581577005,0.628930598,727.0827673,913,3467,1783,1783,1,194,298.5032048,251898.4274,2.057310939,6.765530969,0.090728994,0.13600217,1,14505477032,31.97777009,-5.14E-07,1863,1863.882226,7782400,315.8720046,0.169469938,99775.1233,0.001981787,3.850138365,1890.458165,3872359,3910041,3115,3115,658,350304,909313.7805,1.06436E+12,1.292920436,5.373043113,0.090728994,0.090728994,1,14829539775,882.9581378,-0.000291555,1873,1905.522689,7782400,989.9143606,0.519497546,979930.4413,0.2876779,0.432687714,2147.311612,3541586,4240814,4095,4095,0,520444,1967691.88,8.83249E+11,0.140434228,59.99087543,0.97573537,1.627468323
2021-12-16_10.39.00_2021-12-16_13.22.00,1,4523759,11.35786982,-0.006153846,104,535.2927464,8451,755.0363742,1.410511125,570079.9264,0.953975927,-1.04775866,925.5367366,2373,6078,1871,1871,0,288,542.664729,920982.0047,2.129257229,7.011802634,0.090728994,0.170467354,1,246274480,30.68747491,-0.002060622,1866,1865.715758,132000,177.8405467,0.095320279,31627.26005,-0.03642485,1.943193225,1874.172497,66522,65478,2723,2723,1018,6090,11064.84032,210785293.3,1.810385386,6.754279451,0.13600217,0.21561699,1,247808244,638.2912371,-0.004174274,1871,1877.335182,132000,609.3741215,0.324595271,371336.8199,0.349357721,3.181658779,1973.758902,63801,68199,4095,4095,0,11024,36008.66234,319139884.9,-0.32331465,51.81904144,1.361668211,2.012463774
2022-03-24_13.10.00_2022-03-24_16.10.00,1,6501785,31.67857466,0.000180881,234,587.9711521,11058,766.9968695,1.304480444,588284.1978,0.944215524,-0.987053224,966.4337916,3104,7954,2051,2051,0,629,1064.267797,2236336.112,1.412195361,4.572770169,0.125255702,0.235154986,1,40066144605,44.68631373,-5.12E-07,1863,1863.727462,21497856,396.4462487,0.212716857,157169.6281,0.021933747,2.322468794,1905.426378,10691091,10806765,3456,3456,387,945932,2580085.045,7.24262E+12,1.345742138,6.413863709,0.090728994,0.090728994,1,40624227055,617.7325669,-6.93E-06,1873,1889.687374,21497856,734.2469948,0.388554744,539118.6494,0.418426529,2.97868006,2027.322624,9730451,11767405,4095,4095,0,1701230,5921498.354,7.61297E+12,-0.094214552,65.78523993,1.300651072,1.978933179
2022-03-24_09.15.00_2022-03-24_12.30.00,1,5894026,29.23025448,-9.43E-05,189,555.463764,10611,772.15743,1.390113055,596227.0967,1.057909657,-0.76398552,951.1924568,2774,7837,2093,2093,0,585,995.7036721,1972994.078,1.471968354,4.799501979,0.170467354,0.290925549,1,32993467998,30.24590601,-9.61E-07,1863,1864.162439,17698816,283.2093921,0.15192313,80207.55978,0.046724783,7.563349132,1885.552746,8824895,8873921,3429,3429,400,865297,2140991.546,4.94342E+12,1.320886577,6.394636385,0.090728994,0.090728994,1,33613307370,748.2835254,-1.69E-05,1873,1899.183955,17698816,864.2077126,0.455041604,746854.9705,0.374543892,1.664053613,2086.565279,7575334,10123482,4095,4095,0,1272648,4831280.313,5.6611E+12,-0.050270903,53.02516636,1.154136699,1.773922194
2021-12-20_15.00.00_2021-12-20_16.50.00,1,3040911,21.14795263,0,114,433.7961484,7010,704.9909591,1.625166479,497012.2525,1.486013347,0.307527541,827.762859,1375,5635,2034,2034,0,352,544.923089,777420.8464,1.787361061,5.552566317,0.125255702,0.204870522,1,152901989,12.53325041,0.000268296,1866,1864.658402,82000,115.6381154,0.06201571,13372.17374,0.027818339,17.93568014,1868.240651,41940,40060,2878,2878,913,2535,5418.602452,72594686.85,2.20469739,7.962100548,0.090728994,0.200814335,1,153874755,263.7521433,0.000219515,1870,1876.521402,82000,498.3213579,0.265555915,248324.1758,0.717031642,10.47864317,1941.56039,21333,60667,4095,4095,0,6259,20865.56381,97260269,-0.246287965,62.81027683,1.114223305,1.63548749
2022-07-01_07.30.00_2022-07-01_09.00.00,1,2193113,14.71058049,0.033758748,66,902.5156379,2430,987.7787512,1.094472727,975706.8613,0.256472748,-1.932239625,1337.999005,1060,1370,2132,2132,5,159,140.9316352,72922.22918,2.274068745,7.577986058,0.125255702,0.170467354,1,21178481204,35.49198739,8.80E-07,1863,1863.253203,11366400,352.3127117,0.189084721,124124.2469,0.019849822,4.822635805,1896.269165,5667482,5698918,3294,3294,511,575709,1519226.041,2.44605E+12,1.057440711,5.638347679,0.090728994,0.090728994,1,21576453265,961.9112411,-1.13E-05,1872,1898.266229,11366400,925.0524448,0.487314388,855722.0257,0.284877619,0.60167226,2111.666807,5330409,6035991,4095,4095,0,861399,3154300.175,1.92655E+12,-0.173964721,82.36451643,1.350549337,1.975074279
2022-07-01_09.06.00_2022-07-01_10.37.00,1,2303367,12.75025261,-0.000168407,63,387.8375147,5939,739.5630671,1.906888939,546953.5303,1.807983326,1.311714136,835.0877008,964,4975,2178,2178,0,345,389.5428667,479598.4359,2.066873915,6.656813773,0.090728994,0.170467354,1,21417760999,33.19678475,3.04E-06,1862,1862.491739,11499520,335.8802527,0.180339191,112815.5441,0.023661568,5.734618276,1892.535606,5744854,5754666,3295,3295,502,590192,1386214.328,2.33449E+12,1.235698685,5.437050075,0.090728994,0.090728994,1,21822719266,999.238036,-1.18E-05,1872,1897.706971,11499520,925.1435474,0.487506007,855890.5833,0.285204391,0.584082347,2111.204,5464773,6034747,4095,4095,0,883255,3264238.399,1.99387E+12,-0.248449951,88.02086384,1.383459846,2.042763905
2022-05-05_07.35.00_2022-05-05_10.30.00,1,2622614,5.310771688,0.008785065,51,261.7901777,10018,591.5716642,2.259716806,349957.0338,2.1295048,2.55008967,646.9089047,1353,8665,1794,1794,0,407,698.3948598,1405090.838,1.991492148,6.385216501,0.13600217,0.21561699,1,38078157899,23.64598154,-3.91E-07,1863,1863.197769,20436992,257.1435224,0.138011931,66122.79113,0.004340662,7.86611308,1880.858505,10135742,10301250,2937,2937,784,1074030,2524963.426,7.73686E+12,1.197550287,5.285760059,0.090728994,0.090728994,1,38346191654,340.6421835,-1.37E-05,1872,1876.312896,20436992,403.4862138,0.215042072,162801.1247,0.374324624,7.733160657,1919.20588,9992904,10444088,4095,4095,0,1821439,5357992.842,5.87762E+12,0.060910776,73.89834944,1.08768172,1.71994463
2022-05-12_07.32.00_2022-05-12_10.43.00,1,375099,4.606138841,0.004111685,53,35.8637537,10459,39.40995739,1.098879881,1553.144741,2.895297798,15.03757469,53.28558502,5895,4564,307,307,0,387,1321.929516,2315652.538,0.977245584,4.400738866,0.288307444,0.51020091,1,38804232081,11.99821781,1.25E-06,1863,1863.248987,20826112,49.7367034,0.026693536,2473.739665,0.023104151,26.33573999,1863.912693,10314016,10512096,2374,2374,1344,1230602,3274037.561,8.74303E+12,0.789577184,6.978365561,0.21561699,0.294981736,1,39214154390,682.6960618,3.22E-06,1872,1882.93208,20826112,680.7305318,0.361526865,463394.0569,0.316687633,2.123074922,2002.205603,10068995,10757117,4095,4095,0,1718607,5730641.406,6.01068E+12,-0.073210528,91.91136838,1.288003702,1.923183314
2022-07-05_07.45.00_2022-07-05_08.05.00,1,121206,8.57106274,0,9,154.9948849,782,479.2539252,3.092062847,229684.3248,3.180988757,8.161809811,503.6940928,60,722,1917,1917,3,21,65.94769657,9396.364568,1.730383707,5.610729839,0.13600217,0.13600217,1,5166219696,12.70276103,1.44E-06,1863,1863.0489,2772992,160.9510785,0.086391226,25905.24968,0.004504793,29.63575995,1869.988357,1373495,1399497,3229,3229,549,114451,323801.8772,1.48413E+11,1.185595365,4.70956467,0.090728994,0.090728994,1,5331207119,1022.087645,-5.63E-05,1872,1922.54688,2772992,1162.243949,0.604533476,1350810.997,0.256121406,-0.20385152,2246.55236,1184044,1588948,4095,4095,0,155543,700293.5927,1.18514E+11,-0.070095336,53.64649537,1.06098966,1.745497676
2022-05-04_07.00.00_2022-05-04_10.00.00,1,2560969,7.067288938,0.019086096,52,356.7306031,7179,654.0911454,1.833571719,427835.2265,1.60311007,0.578157279,745.0449313,1344,5835,1754,1754,2,426,398.8913715,583858.3155,2.354792664,8.09931981,0.090728994,0.170467354,1,39419551296,23.13116937,6.14E-07,1863,1863.294074,21155840,250.1591659,0.134256406,62579.6083,0.00182357,8.226718074,1880.011812,10494496,10661344,2927,2927,813,1083249,2881961.763,8.90112E+12,1.014061462,5.421806409,0.090728994,0.090728994,1,39735870384,348.9478775,-3.31E-07,1872,1878.24593,21155840,452.9163928,0.24113796,205133.2588,0.508377077,8.591093878,1932.082046,10221723,10934117,4095,4095,0,1852893,5437433.303,6.27275E+12,0.082664074,69.0132036,1.115218847,1.772045358
2021-12-15_13.15.00_2021-12-15_16.15.00,1,3851067,10.12246587,0,32,398.2901024,9669,690.2057479,1.732922169,476383.9745,1.473822626,0.231928772,796.8807816,1931,7738,1919,1919,0,323,613.2269009,1148706.114,2.138571751,7.159842065,0.090728994,0.170467354,1,309528021,27.20633859,0.000222893,1866,1864.626633,166000,198.2358745,0.106313978,39297.46193,-0.027331189,6.63713481,1875.134646,83851,82149,2885,2885,852,7268,13277.21744,316540414.4,1.932221536,7.173157231,0.090728994,0.200814335,1,311979028,663.0907415,-0.007265104,1870,1879.391735,166000,669.178775,0.356061359,447800.2328,0.362484568,2.76142232,1994.972062,77049,88951,4095,4095,0,13295,45583.88136,350455164.1,-0.474396307,108.5446366,0.88349118,1.400387445
2022-02-23_12.55.00_2022-02-23_16.00.00,1,6674382,29.66689895,0,120,581.3415208,11481,817.2509214,1.40580174,667899.0685,1.032716605,-0.805758559,1002.924241,3025,8456,2286,2286,0,480,1083.673711,2412902.001,1.48462692,4.723934147,0.170467354,0.249957641,1,33598808021,50.06256352,9.43E-07,1863,1863.856848,18026496,444.5470964,0.238509249,197622.1209,0.023632514,1.419993502,1916.137905,8981376,9045120,4095,4095,0,626255,1937296.916,4.36636E+12,1.541261237,6.8103129,0.090728994,0.090728994,1,34296113578,748.3876581,-1.05E-06,1873,1902.539106,18026496,933.4680011,0.490643266,871362.509,0.333295918,0.987707535,2119.202104,8012886,10013610,4095,4095,0,1300246,4404352.952,4.63409E+12,0.009400255,54.88681241,1.297579937,1.979938797
2022-02-25_11.25.00_2022-02-25_14.20.00,1,6351718,27.86541353,0,141,596.9098769,10641,810.4355119,1.357718381,656805.7189,0.933336256,-1.025499883,1006.532225,3004,7637,2186,2186,0,495,922.2906728,1993807.581,1.611906791,4.967262672,0.170467354,0.260704109,1,26836701621,31.1115171,1.39E-07,1863,1863.726101,14399488,253.5448621,0.136041912,64284.99712,0.015202247,7.667843143,1880.893398,7192832,7206656,4095,4095,0,509451,1512358.733,2.74786E+12,1.596961439,6.856286224,0.090728994,0.13600217,1,27418930437,788.1650028,2.43E-06,1872,1904.160095,14399488,954.0064218,0.501011666,910128.2529,0.324124858,0.844064877,2129.777904,5969277,8430211,4095,4095,0,1015946,3641104.687,2.80351E+12,-0.036024256,69.41797377,1.40922582,2.028874257
2022-03-22_07.55.00_2022-03-22_08.37.00,1,116217,4.830943648,0,5,38.739,3000,176.861093,4.565453238,31279.84621,8.914908655,78.65295887,181.054015,902,2098,1681,1681,0,118,292.2642453,150307.4353,1.527423859,5.218631055,0.249957641,0.249957641,1,8270918615,8.865602697,-0.000129622,1865,1864.512687,4435968,87.09324589,0.046710997,7585.23348,-0.004548935,81.51823607,1866.545685,2229606,2206362,2877,2877,861,226257,523119.7759,3.97853E+11,1.17290834,4.559426037,0.090728994,0.090728994,1,8399056173,632.5024043,-9.36E-05,1874,1893.398729,4435968,799.9114336,0.422473841,639858.3015,0.351649666,1.833102429,2055.435975,2032598,2403370,4095,4095,0,332662,1071694.634,2.99898E+11,0.176111659,46.23287865,0.813571221,1.473215517
2022-03-21_14.20.00_2022-03-21_15.20.00,1,1304882,5.93158411,0.000245218,44,319.9024271,4079,597.3815811,1.867386836,356864.7534,1.861097145,1.618766004,677.6446829,740,3339,1769,1769,0,156,273.1291302,219116.0156,2.073816375,6.796180639,0.090728994,0.170467354,1,13146189289,28.71686629,1.84E-06,1863,1863.291071,7055360,293.1746468,0.157342377,85951.37353,-0.005984372,4.937961921,1886.21446,3499566,3555794,2936,2936,811,321865,762120.5434,7.95964E+11,1.444137101,5.676285181,0.090728994,0.090728994,1,13453013365,923.5825765,-0.000167674,1872,1906.779153,7055360,1016.775463,0.533242385,1033832.343,0.274794496,0.239773765,2160.93477,3244388,3810972,4095,4095,0,472163,1754745.958,6.57748E+11,0.098171527,68.23272111,1.03602015,1.696150145
2022-05-03_09.00.00_2022-05-03_12.12.00,1,2514536,7.257991156,0.007454201,52,317.6523497,7916,625.293172,1.968482754,390991.5509,1.858517468,1.477934622,701.351956,1258,6658,1801,1801,0,465,468.8118741,694832.5062,2.270431631,7.886640483,0.13600217,0.245901454,1,36064640177,17.27414049,3.62E-07,1863,1863.064704,19357696,174.961896,0.0939108,30611.66505,0.011012082,19.66404663,1871.262076,9545671,9812025,2928,2928,803,1099377,2540136.896,7.30732E+12,1.086988521,5.303981762,0.090728994,0.090728994,1,36302750885,295.0958597,-2.15E-05,1872,1875.365275,19357696,356.0606685,0.189862036,126779.1997,0.378650038,9.585299858,1908.867233,9420891,9936805,4095,4095,0,1741088,5011931.171,5.48828E+12,0.014680914,65.12644777,1.237333218,1.879197075
2022-03-23_12.58.00_2022-03-23_16.10.00,1,6701431,27.61192285,0,190,559.4782935,11978,759.89381,1.358218574,577438.6025,0.983701064,-0.923350799,943.6390006,3288,8690,2042,2042,0,636,1141.459352,2598843.222,1.443072839,4.676706651,0.170467354,0.280179081,1,40461035497,44.81496913,4.61E-08,1863,1863.808018,21708800,400.9554277,0.215127,160765.255,0.017362633,2.118201371,1906.448421,10833469,10875331,3425,3425,404,969084,2431419.413,7.24548E+12,1.457547785,6.171171013,0.090728994,0.090728994,1,41167933243,678.8602375,-6.54E-06,1873,1896.370746,21708800,820.6515548,0.432748478,673468.9744,0.414366961,2.285215354,2066.323058,9557541,12151259,4095,4095,0,1611224,5982145.292,8.75193E+12,-0.092494534,52.14335294,1.299687517,1.952721729
2021-12-20_12.55.00_2021-12-20_14.40.00,1,3221659,18.88902112,0,134,479.1996133,6723,737.6136656,1.539261813,544073.9197,1.333043095,-0.126667537,879.6057009,1455,5268,2016,2016,0,273,538.3270673,732923.735,1.741100415,5.399453403,0.090728994,0.170467354,1,167765238,32.05157835,0.000288892,1865,1864.0582,90000,333.5944178,0.178961375,111285.2356,0.008028127,3.630451138,1893.673205,45432,44568,3909,3909,194,3001,5780.964177,76464139.35,2.447347497,9.35170846,0.090728994,0.13600217,1,169438675,475.244336,0.000233336,1870,1882.651944,90000,639.0296077,0.339430562,408358.8395,0.547073623,5.054482188,1988.149185,34800,55200,4095,4095,0,6882,23212.77892,110592157,-0.250777489,74.05260482,1.053988944,1.55910753
2021-12-16_13.26.00_2021-12-16_16.10.00,1,4174134,11.62701847,0,101,440.4953567,9476,707.6808043,1.606556786,500812.1208,1.284772945,-0.296072838,833.5755995,2142,7334,1934,1934,0,384,641.6065283,1213226.168,2.048843735,6.651556939,0.125255702,0.181213822,1,167734817,24.14007626,0.001511934,1865,1864.714703,89952,209.3016097,0.112243234,43807.16381,0.008423497,8.724393545,1876.424283,45390,44562,3117,3117,647,3864,6478.385655,91503754.49,2.10671083,7.571412045,0.090728994,0.13600217,1,168961106,521.2583073,0.000778201,1870,1878.347408,89952,618.4783956,0.329267309,382515.5258,0.43858388,4.353098016,1977.550128,40662,49290,4095,4095,0,7288,23372.20388,128947556.9,-0.110935742,56.32916248,1.1155013,1.7434155
2021-12-22_10.55.00_2021-12-22_12.40.00,1,4570277,27.13864662,0,163,687.1563675,6651,895.7810012,1.303605764,802423.6021,0.825311062,-1.247807975,1128.985153,2033,4618,2251,2251,0,370,538.5927508,701303.2879,1.75372891,5.522088394,0.200814335,0.378035818,1,205102206,58.66406967,-8.18E-05,1865,1864.565509,110000,530.8602693,0.284709905,281812.6255,0.011704352,0.338097027,1938.663757,55239,54761,4095,4095,0,3603,7679.983782,122201849.4,2.339271158,8.769953994,0.090728994,0.13600217,1,207293892,612.0931645,-0.003581851,1870,1884.489927,110000,701.0896554,0.372031522,491526.7049,0.452392055,3.545359635,2010.678739,48435,61565,4095,4095,0,8723,30839.49962,205495341,-0.297394085,66.53434367,1.521765003,2.058754593
